-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
-4.0, 306505786425901132650788952313712138681370893494275772927323102743024580514884525084945660900600253007819783109385804821874684432621725157816680858375720032025937856902417356662894774309469458637258752.0, -0.5, 0.0
